"SITE","SEASON","DATE","PLOT_ID","ROW","EME.raw","ZONE","TRAFFIC.by.zone","TRAFFIC.by.row"
"NH",2019,"16/11/2018",2,1,10,"O",0,0
"NH",2019,"16/11/2018",2,2,27,"O",0,0
"NH",2019,"16/11/2018",2,3,7,"O",0,0
"NH",2019,"16/11/2018",2,4,20,"W",3,3
"NH",2019,"16/11/2018",2,5,23,"W",3,3
"NH",2019,"16/11/2018",2,6,19,"W",3,3
"NH",2019,"16/11/2018",2,7,28,"W",3,3
"NH",2019,"16/11/2018",2,8,24,"C",0,0
"NH",2019,"16/11/2018",2,9,26,"C",0,0
"NH",2019,"16/11/2018",2,10,25,"C",0,0
"NH",2019,"16/11/2018",2,11,14,"C",0,0
"NH",2019,"16/11/2018",2,12,27,"C",0,0
"NH",2019,"16/11/2018",2,13,20,"C",0,0
"NH",2019,"16/11/2018",2,14,33,"C",0,0
"NH",2019,"16/11/2018",2,15,19,"C",0,0
"NH",2019,"16/11/2018",2,16,31,"W",3,3
"NH",2019,"16/11/2018",2,17,25,"W",3,3
"NH",2019,"16/11/2018",2,18,28,"W",3,3
"NH",2019,"16/11/2018",2,19,27,"W",3,3
"NH",2019,"16/11/2018",2,20,39,"O",0,0
"NH",2019,"16/11/2018",2,21,37,"O",0,0
"NH",2019,"16/11/2018",2,22,24,"O",0,0
"NH",2019,"16/11/2018",3,1,13,"O",0,1
"NH",2019,"16/11/2018",3,2,19,"O",0,1
"NH",2019,"16/11/2018",3,3,24,"O",0,1
"NH",2019,"16/11/2018",3,4,28,"W",4,4
"NH",2019,"16/11/2018",3,5,21,"W",4,4
"NH",2019,"16/11/2018",3,6,14,"W",4,4
"NH",2019,"16/11/2018",3,7,25,"W",4,4
"NH",2019,"16/11/2018",3,8,21,"C",1,1
"NH",2019,"16/11/2018",3,9,27,"C",1,1
"NH",2019,"16/11/2018",3,10,17,"C",1,0
"NH",2019,"16/11/2018",3,11,18,"C",1,0
"NH",2019,"16/11/2018",3,12,33,"C",1,0
"NH",2019,"16/11/2018",3,13,14,"C",1,0
"NH",2019,"16/11/2018",3,14,33,"C",1,1
"NH",2019,"16/11/2018",3,15,21,"C",1,1
"NH",2019,"16/11/2018",3,16,39,"W",4,4
"NH",2019,"16/11/2018",3,17,13,"W",4,4
"NH",2019,"16/11/2018",3,18,21,"W",4,4
"NH",2019,"16/11/2018",3,19,38,"W",4,4
"NH",2019,"16/11/2018",3,20,37,"O",0,1
"NH",2019,"16/11/2018",3,21,40,"O",0,1
"NH",2019,"16/11/2018",3,22,19,"O",0,1
"NH",2019,"16/11/2018",4,1,20,"O",0,0
"NH",2019,"16/11/2018",4,2,42,"O",0,0
"NH",2019,"16/11/2018",4,3,18,"O",0,0
"NH",2019,"16/11/2018",4,4,30,"W",3,3
"NH",2019,"16/11/2018",4,5,22,"W",3,3
"NH",2019,"16/11/2018",4,6,25,"W",3,3
"NH",2019,"16/11/2018",4,7,16,"W",3,3
"NH",2019,"16/11/2018",4,8,35,"C",0,0
"NH",2019,"16/11/2018",4,9,15,"C",0,0
"NH",2019,"16/11/2018",4,10,29,"C",0,0
"NH",2019,"16/11/2018",4,11,12,"C",0,0
"NH",2019,"16/11/2018",4,12,30,"C",0,0
"NH",2019,"16/11/2018",4,13,30,"C",0,0
"NH",2019,"16/11/2018",4,14,17,"C",0,0
"NH",2019,"16/11/2018",4,15,20,"C",0,0
"NH",2019,"16/11/2018",4,16,26,"W",3,3
"NH",2019,"16/11/2018",4,17,20,"W",3,3
"NH",2019,"16/11/2018",4,18,36,"W",3,3
"NH",2019,"16/11/2018",4,19,26,"W",3,3
"NH",2019,"16/11/2018",4,20,41,"O",0,0
"NH",2019,"16/11/2018",4,21,39,"O",0,0
"NH",2019,"16/11/2018",4,22,31,"O",0,0
"NH",2019,"16/11/2018",5,1,23,"O",0,1
"NH",2019,"16/11/2018",5,2,29,"O",0,1
"NH",2019,"16/11/2018",5,3,29,"O",0,1
"NH",2019,"16/11/2018",5,4,39,"W",4,4
"NH",2019,"16/11/2018",5,5,23,"W",4,4
"NH",2019,"16/11/2018",5,6,33,"W",4,4
"NH",2019,"16/11/2018",5,7,17,"W",4,4
"NH",2019,"16/11/2018",5,8,27,"C",1,1
"NH",2019,"16/11/2018",5,9,22,"C",1,1
"NH",2019,"16/11/2018",5,10,33,"C",1,0
"NH",2019,"16/11/2018",5,11,25,"C",1,0
"NH",2019,"16/11/2018",5,12,28,"C",1,0
"NH",2019,"16/11/2018",5,13,28,"C",1,0
"NH",2019,"16/11/2018",5,14,23,"C",1,1
"NH",2019,"16/11/2018",5,15,34,"C",1,1
"NH",2019,"16/11/2018",5,16,33,"W",4,4
"NH",2019,"16/11/2018",5,17,32,"W",4,4
"NH",2019,"16/11/2018",5,18,25,"W",4,4
"NH",2019,"16/11/2018",5,19,29,"W",4,4
"NH",2019,"16/11/2018",5,20,42,"O",0,1
"NH",2019,"16/11/2018",5,21,34,"O",0,1
"NH",2019,"16/11/2018",5,22,35,"O",0,1
"NH",2019,"16/11/2018",6,1,26,"O",0,0
"NH",2019,"16/11/2018",6,2,28,"O",0,1
"NH",2019,"16/11/2018",6,3,28,"O",0,1
"NH",2019,"16/11/2018",6,4,39,"W",4,4
"NH",2019,"16/11/2018",6,5,17,"W",4,4
"NH",2019,"16/11/2018",6,6,33,"W",4,3
"NH",2019,"16/11/2018",6,7,18,"W",4,3
"NH",2019,"16/11/2018",6,8,16,"C",0,0
"NH",2019,"16/11/2018",6,9,32,"C",0,0
"NH",2019,"16/11/2018",6,10,27,"C",0,0
"NH",2019,"16/11/2018",6,11,31,"C",0,0
"NH",2019,"16/11/2018",6,12,41,"C",0,0
"NH",2019,"16/11/2018",6,13,27,"C",0,0
"NH",2019,"16/11/2018",6,14,27,"C",0,1
"NH",2019,"16/11/2018",6,15,28,"C",0,1
"NH",2019,"16/11/2018",6,16,37,"W",4,4
"NH",2019,"16/11/2018",6,17,32,"W",4,4
"NH",2019,"16/11/2018",6,18,31,"W",4,3
"NH",2019,"16/11/2018",6,19,30,"W",4,3
"NH",2019,"16/11/2018",6,20,49,"O",0,0
"NH",2019,"16/11/2018",6,21,32,"O",0,0
"NH",2019,"16/11/2018",6,22,25,"O",0,0
"NH",2019,"16/11/2018",7,1,22,"O",0,0
"NH",2019,"16/11/2018",7,2,30,"O",0,0
"NH",2019,"16/11/2018",7,3,27,"O",0,0
"NH",2019,"16/11/2018",7,4,23,"W",3,3
"NH",2019,"16/11/2018",7,5,19,"W",3,3
"NH",2019,"16/11/2018",7,6,20,"W",3,3
"NH",2019,"16/11/2018",7,7,17,"W",3,3
"NH",2019,"16/11/2018",7,8,20,"C",0,0
"NH",2019,"16/11/2018",7,9,22,"C",0,0
"NH",2019,"16/11/2018",7,10,33,"C",0,0
"NH",2019,"16/11/2018",7,11,23,"C",0,0
"NH",2019,"16/11/2018",7,12,29,"C",0,0
"NH",2019,"16/11/2018",7,13,26,"C",0,0
"NH",2019,"16/11/2018",7,14,28,"C",0,0
"NH",2019,"16/11/2018",7,15,41,"C",0,0
"NH",2019,"16/11/2018",7,16,18,"W",3,3
"NH",2019,"16/11/2018",7,17,35,"W",3,3
"NH",2019,"16/11/2018",7,18,19,"W",3,3
"NH",2019,"16/11/2018",7,19,21,"W",3,3
"NH",2019,"16/11/2018",7,20,29,"O",0,0
"NH",2019,"16/11/2018",7,21,28,"O",0,0
"NH",2019,"16/11/2018",7,22,21,"O",0,0
"NH",2019,"16/11/2018",8,1,23,"O",0,1
"NH",2019,"16/11/2018",8,2,33,"O",0,2
"NH",2019,"16/11/2018",8,3,31,"O",0,2
"NH",2019,"16/11/2018",8,4,33,"W",4,5
"NH",2019,"16/11/2018",8,5,25,"W",4,4
"NH",2019,"16/11/2018",8,6,22,"W",4,4
"NH",2019,"16/11/2018",8,7,28,"W",4,5
"NH",2019,"16/11/2018",8,8,24,"C",1,2
"NH",2019,"16/11/2018",8,9,19,"C",1,2
"NH",2019,"16/11/2018",8,10,28,"C",1,1
"NH",2019,"16/11/2018",8,11,41,"C",1,0
"NH",2019,"16/11/2018",8,12,41,"C",1,0
"NH",2019,"16/11/2018",8,13,29,"C",1,1
"NH",2019,"16/11/2018",8,14,30,"C",1,2
"NH",2019,"16/11/2018",8,15,35,"C",1,2
"NH",2019,"16/11/2018",8,16,28,"W",4,5
"NH",2019,"16/11/2018",8,17,36,"W",4,4
"NH",2019,"16/11/2018",8,18,32,"W",4,4
"NH",2019,"16/11/2018",8,19,35,"W",4,5
"NH",2019,"16/11/2018",8,20,35,"O",0,2
"NH",2019,"16/11/2018",8,21,24,"O",0,2
"NH",2019,"16/11/2018",8,22,34,"O",0,1
"NH",2019,"16/11/2018",9,1,23,"O",0,1
"NH",2019,"16/11/2018",9,2,35,"O",0,2
"NH",2019,"16/11/2018",9,3,29,"O",0,2
"NH",2019,"16/11/2018",9,4,29,"W",4,5
"NH",2019,"16/11/2018",9,5,24,"W",4,4
"NH",2019,"16/11/2018",9,6,26,"W",4,4
"NH",2019,"16/11/2018",9,7,19,"W",4,5
"NH",2019,"16/11/2018",9,8,31,"C",1,2
"NH",2019,"16/11/2018",9,9,22,"C",1,2
"NH",2019,"16/11/2018",9,10,41,"C",1,1
"NH",2019,"16/11/2018",9,11,31,"C",1,0
"NH",2019,"16/11/2018",9,12,42,"C",1,0
"NH",2019,"16/11/2018",9,13,29,"C",1,1
"NH",2019,"16/11/2018",9,14,35,"C",1,2
"NH",2019,"16/11/2018",9,15,28,"C",1,2
"NH",2019,"16/11/2018",9,16,37,"W",4,5
"NH",2019,"16/11/2018",9,17,21,"W",4,4
"NH",2019,"16/11/2018",9,18,27,"W",4,4
"NH",2019,"16/11/2018",9,19,41,"W",4,5
"NH",2019,"16/11/2018",9,20,43,"O",0,2
"NH",2019,"16/11/2018",9,21,28,"O",0,2
"NH",2019,"16/11/2018",9,22,35,"O",0,1
"NH",2019,"16/11/2018",10,1,23,"O",0,0
"NH",2019,"16/11/2018",10,2,30,"O",0,0
"NH",2019,"16/11/2018",10,3,22,"O",0,0
"NH",2019,"16/11/2018",10,4,34,"W",3,3
"NH",2019,"16/11/2018",10,5,23,"W",3,3
"NH",2019,"16/11/2018",10,6,27,"W",3,3
"NH",2019,"16/11/2018",10,7,34,"W",3,3
"NH",2019,"16/11/2018",10,8,18,"C",0,0
"NH",2019,"16/11/2018",10,9,23,"C",0,0
"NH",2019,"16/11/2018",10,10,25,"C",0,0
"NH",2019,"16/11/2018",10,11,24,"C",0,0
"NH",2019,"16/11/2018",10,12,38,"C",0,0
"NH",2019,"16/11/2018",10,13,23,"C",0,0
"NH",2019,"16/11/2018",10,14,33,"C",0,0
"NH",2019,"16/11/2018",10,15,32,"C",0,0
"NH",2019,"16/11/2018",10,16,24,"W",3,3
"NH",2019,"16/11/2018",10,17,11,"W",3,3
"NH",2019,"16/11/2018",10,18,29,"W",3,3
"NH",2019,"16/11/2018",10,19,22,"W",3,3
"NH",2019,"16/11/2018",10,20,43,"O",0,0
"NH",2019,"16/11/2018",10,21,24,"O",0,0
"NH",2019,"16/11/2018",10,22,35,"O",0,0
"NH",2019,"16/11/2018",11,1,25,"O",0,0
"NH",2019,"16/11/2018",11,2,28,"O",0,0
"NH",2019,"16/11/2018",11,3,14,"O",0,0
"NH",2019,"16/11/2018",11,4,16,"W",3,3
"NH",2019,"16/11/2018",11,5,19,"W",3,3
"NH",2019,"16/11/2018",11,6,20,"W",3,3
"NH",2019,"16/11/2018",11,7,26,"W",3,3
"NH",2019,"16/11/2018",11,8,29,"C",0,0
"NH",2019,"16/11/2018",11,9,34,"C",0,0
"NH",2019,"16/11/2018",11,10,26,"C",0,0
"NH",2019,"16/11/2018",11,11,21,"C",0,0
"NH",2019,"16/11/2018",11,12,23,"C",0,0
"NH",2019,"16/11/2018",11,13,18,"C",0,0
"NH",2019,"16/11/2018",11,14,28,"C",0,0
"NH",2019,"16/11/2018",11,15,36,"C",0,0
"NH",2019,"16/11/2018",11,16,26,"W",3,3
"NH",2019,"16/11/2018",11,17,31,"W",3,3
"NH",2019,"16/11/2018",11,18,29,"W",3,3
"NH",2019,"16/11/2018",11,19,33,"W",3,3
"NH",2019,"16/11/2018",11,20,33,"O",0,0
"NH",2019,"16/11/2018",11,21,31,"O",0,0
"NH",2019,"16/11/2018",11,22,23,"O",0,0
"NH",2019,"16/11/2018",12,1,10,"O",0,0
"NH",2019,"16/11/2018",12,2,33,"O",0,1
"NH",2019,"16/11/2018",12,3,27,"O",0,1
"NH",2019,"16/11/2018",12,4,25,"W",4,4
"NH",2019,"16/11/2018",12,5,17,"W",4,4
"NH",2019,"16/11/2018",12,6,21,"W",4,3
"NH",2019,"16/11/2018",12,7,29,"W",4,3
"NH",2019,"16/11/2018",12,8,23,"C",0,0
"NH",2019,"16/11/2018",12,9,21,"C",0,0
"NH",2019,"16/11/2018",12,10,30,"C",0,0
"NH",2019,"16/11/2018",12,11,11,"C",0,0
"NH",2019,"16/11/2018",12,12,27,"C",0,0
"NH",2019,"16/11/2018",12,13,25,"C",0,0
"NH",2019,"16/11/2018",12,14,27,"C",0,1
"NH",2019,"16/11/2018",12,15,19,"C",0,1
"NH",2019,"16/11/2018",12,16,28,"W",4,4
"NH",2019,"16/11/2018",12,17,19,"W",4,4
"NH",2019,"16/11/2018",12,18,20,"W",4,3
"NH",2019,"16/11/2018",12,19,17,"W",4,3
"NH",2019,"16/11/2018",12,20,24,"O",0,0
"NH",2019,"16/11/2018",12,21,26,"O",0,0
"NH",2019,"16/11/2018",12,22,25,"O",0,0
"NH",2019,"16/11/2018",13,1,18,"O",0,0
"NH",2019,"16/11/2018",13,2,35,"O",0,0
"NH",2019,"16/11/2018",13,3,26,"O",0,0
"NH",2019,"16/11/2018",13,4,29,"W",3,3
"NH",2019,"16/11/2018",13,5,19,"W",3,3
"NH",2019,"16/11/2018",13,6,22,"W",3,3
"NH",2019,"16/11/2018",13,7,26,"W",3,3
"NH",2019,"16/11/2018",13,8,31,"C",0,0
"NH",2019,"16/11/2018",13,9,21,"C",0,0
"NH",2019,"16/11/2018",13,10,29,"C",0,0
"NH",2019,"16/11/2018",13,11,26,"C",0,0
"NH",2019,"16/11/2018",13,12,27,"C",0,0
"NH",2019,"16/11/2018",13,13,26,"C",0,0
"NH",2019,"16/11/2018",13,14,34,"C",0,0
"NH",2019,"16/11/2018",13,15,33,"C",0,0
"NH",2019,"16/11/2018",13,16,34,"W",3,3
"NH",2019,"16/11/2018",13,17,18,"W",3,3
"NH",2019,"16/11/2018",13,18,32,"W",3,3
"NH",2019,"16/11/2018",13,19,35,"W",3,3
"NH",2019,"16/11/2018",13,20,34,"O",0,0
"NH",2019,"16/11/2018",13,21,23,"O",0,0
"NH",2019,"16/11/2018",13,22,41,"O",0,0
"NH",2019,"16/11/2018",15,1,25,"O",0,1
"NH",2019,"16/11/2018",15,2,29,"O",0,1
"NH",2019,"16/11/2018",15,3,29,"O",0,1
"NH",2019,"16/11/2018",15,4,39,"W",4,4
"NH",2019,"16/11/2018",15,5,30,"W",4,4
"NH",2019,"16/11/2018",15,6,41,"W",4,4
"NH",2019,"16/11/2018",15,7,29,"W",4,4
"NH",2019,"16/11/2018",15,8,29,"C",1,1
"NH",2019,"16/11/2018",15,9,26,"C",1,1
"NH",2019,"16/11/2018",15,10,37,"C",1,0
"NH",2019,"16/11/2018",15,11,29,"C",1,0
"NH",2019,"16/11/2018",15,12,32,"C",1,0
"NH",2019,"16/11/2018",15,13,19,"C",1,0
"NH",2019,"16/11/2018",15,14,34,"C",1,1
"NH",2019,"16/11/2018",15,15,24,"C",1,1
"NH",2019,"16/11/2018",15,16,43,"W",4,4
"NH",2019,"16/11/2018",15,17,25,"W",4,4
"NH",2019,"16/11/2018",15,18,38,"W",4,4
"NH",2019,"16/11/2018",15,19,41,"W",4,4
"NH",2019,"16/11/2018",15,20,33,"O",0,1
"NH",2019,"16/11/2018",15,21,26,"O",0,1
"NH",2019,"16/11/2018",15,22,40,"O",0,1
"NH",2019,"16/11/2018",16,1,19,"O",0,1
"NH",2019,"16/11/2018",16,2,24,"O",0,1
"NH",2019,"16/11/2018",16,3,33,"O",0,1
"NH",2019,"16/11/2018",16,4,25,"W",4,4
"NH",2019,"16/11/2018",16,5,36,"W",4,4
"NH",2019,"16/11/2018",16,6,34,"W",4,4
"NH",2019,"16/11/2018",16,7,27,"W",4,4
"NH",2019,"16/11/2018",16,8,34,"C",1,1
"NH",2019,"16/11/2018",16,9,26,"C",1,1
"NH",2019,"16/11/2018",16,10,21,"C",1,0
"NH",2019,"16/11/2018",16,11,31,"C",1,0
"NH",2019,"16/11/2018",16,12,37,"C",1,0
"NH",2019,"16/11/2018",16,13,27,"C",1,0
"NH",2019,"16/11/2018",16,14,23,"C",1,1
"NH",2019,"16/11/2018",16,15,23,"C",1,1
"NH",2019,"16/11/2018",16,16,35,"W",4,4
"NH",2019,"16/11/2018",16,17,36,"W",4,4
"NH",2019,"16/11/2018",16,18,27,"W",4,4
"NH",2019,"16/11/2018",16,19,31,"W",4,4
"NH",2019,"16/11/2018",16,20,45,"O",0,1
"NH",2019,"16/11/2018",16,21,35,"O",0,1
"NH",2019,"16/11/2018",16,22,29,"O",0,1
"NH",2019,"16/11/2018",17,1,21,"O",0,0
"NH",2019,"16/11/2018",17,2,42,"O",0,0
"NH",2019,"16/11/2018",17,3,15,"O",0,0
"NH",2019,"16/11/2018",17,4,33,"W",3,3
"NH",2019,"16/11/2018",17,5,22,"W",3,3
"NH",2019,"16/11/2018",17,6,27,"W",3,3
"NH",2019,"16/11/2018",17,7,21,"W",3,3
"NH",2019,"16/11/2018",17,8,20,"C",0,0
"NH",2019,"16/11/2018",17,9,19,"C",0,0
"NH",2019,"16/11/2018",17,10,31,"C",0,0
"NH",2019,"16/11/2018",17,11,29,"C",0,0
"NH",2019,"16/11/2018",17,12,43,"C",0,0
"NH",2019,"16/11/2018",17,13,25,"C",0,0
"NH",2019,"16/11/2018",17,14,29,"C",0,0
"NH",2019,"16/11/2018",17,15,30,"C",0,0
"NH",2019,"16/11/2018",17,16,34,"W",3,3
"NH",2019,"16/11/2018",17,17,16,"W",3,3
"NH",2019,"16/11/2018",17,18,25,"W",3,3
"NH",2019,"16/11/2018",17,19,36,"W",3,3
"NH",2019,"16/11/2018",17,20,35,"O",0,0
"NH",2019,"16/11/2018",17,21,44,"O",0,0
"NH",2019,"16/11/2018",17,22,31,"O",0,0
"NH",2019,"16/11/2018",18,1,33,"O",0,0
"NH",2019,"16/11/2018",18,2,40,"O",0,0
"NH",2019,"16/11/2018",18,3,26,"O",0,0
"NH",2019,"16/11/2018",18,4,37,"W",3,3
"NH",2019,"16/11/2018",18,5,41,"W",3,3
"NH",2019,"16/11/2018",18,6,30,"W",3,3
"NH",2019,"16/11/2018",18,7,32,"W",3,3
"NH",2019,"16/11/2018",18,8,41,"C",0,0
"NH",2019,"16/11/2018",18,9,18,"C",0,0
"NH",2019,"16/11/2018",18,10,42,"C",0,0
"NH",2019,"16/11/2018",18,11,29,"C",0,0
"NH",2019,"16/11/2018",18,12,46,"C",0,0
"NH",2019,"16/11/2018",18,13,23,"C",0,0
"NH",2019,"16/11/2018",18,14,40,"C",0,0
"NH",2019,"16/11/2018",18,15,33,"C",0,0
"NH",2019,"16/11/2018",18,16,39,"W",3,3
"NH",2019,"16/11/2018",18,17,35,"W",3,3
"NH",2019,"16/11/2018",18,18,28,"W",3,3
"NH",2019,"16/11/2018",18,19,30,"W",3,3
"NH",2019,"16/11/2018",18,20,35,"O",0,0
"NH",2019,"16/11/2018",18,21,30,"O",0,0
"NH",2019,"16/11/2018",18,22,30,"O",0,0
"NH",2019,"16/11/2018",19,1,35,"O",0,0
"NH",2019,"16/11/2018",19,2,31,"O",0,0
"NH",2019,"16/11/2018",19,3,22,"O",0,0
"NH",2019,"16/11/2018",19,4,31,"W",3,3
"NH",2019,"16/11/2018",19,5,30,"W",3,3
"NH",2019,"16/11/2018",19,6,18,"W",3,3
"NH",2019,"16/11/2018",19,7,14,"W",3,3
"NH",2019,"16/11/2018",19,8,22,"C",0,0
"NH",2019,"16/11/2018",19,9,30,"C",0,0
"NH",2019,"16/11/2018",19,10,27,"C",0,0
"NH",2019,"16/11/2018",19,11,15,"C",0,0
"NH",2019,"16/11/2018",19,12,24,"C",0,0
"NH",2019,"16/11/2018",19,13,22,"C",0,0
"NH",2019,"16/11/2018",19,14,33,"C",0,0
"NH",2019,"16/11/2018",19,15,33,"C",0,0
"NH",2019,"16/11/2018",19,16,31,"W",3,3
"NH",2019,"16/11/2018",19,17,20,"W",3,3
"NH",2019,"16/11/2018",19,18,28,"W",3,3
"NH",2019,"16/11/2018",19,19,20,"W",3,3
"NH",2019,"16/11/2018",19,20,31,"O",0,0
"NH",2019,"16/11/2018",19,21,29,"O",0,0
"NH",2019,"16/11/2018",19,22,20,"O",0,0
"NH",2019,"16/11/2018",20,1,28,"O",0,0
"NH",2019,"16/11/2018",20,2,33,"O",0,0
"NH",2019,"16/11/2018",20,3,41,"O",0,0
"NH",2019,"16/11/2018",20,4,29,"W",3,3
"NH",2019,"16/11/2018",20,5,30,"W",3,3
"NH",2019,"16/11/2018",20,6,33,"W",3,3
"NH",2019,"16/11/2018",20,7,27,"W",3,3
"NH",2019,"16/11/2018",20,8,33,"C",0,0
"NH",2019,"16/11/2018",20,9,22,"C",0,0
"NH",2019,"16/11/2018",20,10,24,"C",0,0
"NH",2019,"16/11/2018",20,11,20,"C",0,0
"NH",2019,"16/11/2018",20,12,37,"C",0,0
"NH",2019,"16/11/2018",20,13,37,"C",0,0
"NH",2019,"16/11/2018",20,14,21,"C",0,0
"NH",2019,"16/11/2018",20,15,16,"C",0,0
"NH",2019,"16/11/2018",20,16,36,"W",3,3
"NH",2019,"16/11/2018",20,17,36,"W",3,3
"NH",2019,"16/11/2018",20,18,36,"W",3,3
"NH",2019,"16/11/2018",20,19,25,"W",3,3
"NH",2019,"16/11/2018",20,20,31,"O",0,0
"NH",2019,"16/11/2018",20,21,51,"O",0,0
"NH",2019,"16/11/2018",20,22,34,"O",0,0
"NH",2019,"16/11/2018",21,1,26,"O",0,1
"NH",2019,"16/11/2018",21,2,33,"O",0,2
"NH",2019,"16/11/2018",21,3,35,"O",0,2
"NH",2019,"16/11/2018",21,4,24,"W",4,5
"NH",2019,"16/11/2018",21,5,23,"W",4,4
"NH",2019,"16/11/2018",21,6,30,"W",4,4
"NH",2019,"16/11/2018",21,7,29,"W",4,5
"NH",2019,"16/11/2018",21,8,27,"C",1,2
"NH",2019,"16/11/2018",21,9,28,"C",1,2
"NH",2019,"16/11/2018",21,10,29,"C",1,1
"NH",2019,"16/11/2018",21,11,42,"C",1,0
"NH",2019,"16/11/2018",21,12,41,"C",1,0
"NH",2019,"16/11/2018",21,13,32,"C",1,1
"NH",2019,"16/11/2018",21,14,28,"C",1,2
"NH",2019,"16/11/2018",21,15,34,"C",1,2
"NH",2019,"16/11/2018",21,16,49,"W",4,5
"NH",2019,"16/11/2018",21,17,25,"W",4,4
"NH",2019,"16/11/2018",21,18,24,"W",4,4
"NH",2019,"16/11/2018",21,19,40,"W",4,5
"NH",2019,"16/11/2018",21,20,45,"O",0,2
"NH",2019,"16/11/2018",21,21,37,"O",0,2
"NH",2019,"16/11/2018",21,22,33,"O",0,1
"NH",2019,"16/11/2018",22,1,24,"O",0,0
